Image File,Prediction (Before Masking),Confidence (Before Masking),Prediction (After Masking),Confidence (After Masking),Counterfactual Found,Features Replaced,Feature Selection (%),SSIM,MSE,PSNR,UQI,VIFP,Time Taken (s),Sparsity,Proximity
town7_006121.png,STOP,"[0.86462, 0.13514, 0.00011, 0.00012]",GO,"[0.38531, 0.61353, 0.00029, 0.00087]",True,29.0,22.66%,0.65418,229.47786,24.5234,0.86238,0.23628,0.26054,29.0,6.59496
town7_006122.png,STOP,"[0.872, 0.12769, 0.00015, 0.00015]",GO,"[0.32121, 0.67068, 0.00485, 0.00326]",True,70.0,54.69%,0.59351,365.19464,22.50556,0.82136,0.20623,0.39496,70.0,10.63314
town7_006123.png,STOP,"[0.85923, 0.14045, 0.00015, 0.00017]",GO,"[0.39536, 0.60059, 0.00136, 0.00268]",True,39.0,30.47%,0.62714,271.17581,23.79829,0.84518,0.21628,0.31905,39.0,8.59158
town7_006127.png,STOP,"[0.87719, 0.12259, 0.00011, 0.0001]",GO,"[0.46553, 0.53292, 0.0004, 0.00116]",True,58.0,45.31%,0.62316,293.98357,23.44757,0.8345,0.21117,0.30349,58.0,9.18436
town7_006136.png,GO,"[0.35381, 0.64396, 0.00091, 0.00131]",GO,"[0.01825, 0.95823, 0.01322, 0.01031]",False,128.0,100.00%,,,,,,0.498,,
town7_006138.png,GO,"[0.06128, 0.92788, 0.00595, 0.00489]",STOP,"[0.58492, 0.41303, 0.00096, 0.00109]",True,98.0,76.56%,0.59036,425.77495,21.839,0.81771,0.17875,0.61616,98.0,8.60784
town7_006150.png,RIGHT,"[2e-05, 0.28894, 0.70159, 0.00946]",GO,"[3e-05, 0.5166, 0.47355, 0.00983]",True,1.0,0.78%,0.58323,365.39867,22.50313,0.96318,0.14826,0.26333,1.0,0.85885
town7_006152.png,RIGHT,"[0.0, 0.14557, 0.85106, 0.00337]",GO,"[2e-05, 0.58151, 0.3985, 0.01997]",True,36.0,28.12%,0.53384,499.76922,21.14311,0.94859,0.11198,0.40954,36.0,8.63043
town7_006163.png,RIGHT,"[1e-05, 0.00308, 0.99689, 3e-05]",STOP,"[0.8548, 0.11335, 0.02902, 0.00282]",True,76.0,59.38%,0.48101,688.77685,19.75002,0.90075,0.09433,0.42476,76.0,13.51679
town7_006168.png,RIGHT,"[0.0, 0.00472, 0.99527, 1e-05]",GO,"[0.04596, 0.53182, 0.41918, 0.00304]",True,94.0,73.44%,0.46535,1013.80312,18.07127,0.8644,0.08044,0.52109,94.0,13.96551
town7_006172.png,GO,"[0.0001, 0.84697, 0.00179, 0.15114]",LEFT,"[6e-05, 0.46474, 0.00139, 0.53382]",True,24.0,18.75%,0.56866,274.68323,23.74248,0.9123,0.14956,0.2981,24.0,6.08278
town7_006173.png,GO,"[0.00026, 0.97422, 0.00896, 0.01657]",LEFT,"[0.00186, 0.35791, 0.05641, 0.58382]",True,36.0,28.12%,0.54041,455.23836,21.54842,0.90542,0.13434,0.29752,36.0,7.61101
town7_006176.png,GO,"[0.0, 0.93924, 2e-05, 0.06074]",LEFT,"[0.0, 0.37817, 1e-05, 0.62182]",True,15.0,11.72%,0.61043,298.17586,23.38608,0.93077,0.18116,0.22556,15.0,4.47184
town7_006177.png,GO,"[0.0, 0.83671, 7e-05, 0.16322]",LEFT,"[0.0, 0.42722, 2e-05, 0.57276]",True,2.0,1.56%,0.57976,302.30013,23.32642,0.88971,0.15876,0.20691,2.0,2.73757
town7_006178.png,LEFT,"[4e-05, 0.40291, 0.00101, 0.59604]",GO,"[1e-05, 0.52427, 0.00028, 0.47544]",True,6.0,4.69%,0.55964,247.27464,24.19901,0.87865,0.15383,0.26162,6.0,1.9333
town7_006181.png,LEFT,"[3e-05, 0.41629, 0.00182, 0.58186]",LEFT,"[1e-05, 0.27568, 0.00072, 0.72359]",False,128.0,100.00%,,,,,,0.57786,,
town7_006184.png,LEFT,"[6e-05, 0.35014, 0.00492, 0.64488]",GO,"[2e-05, 0.55006, 0.00157, 0.44836]",True,4.0,3.12%,0.55522,304.47607,23.29527,0.88435,0.14201,0.19423,4.0,2.2456
town7_006192.png,GO,"[9e-05, 0.63546, 0.00516, 0.35929]",LEFT,"[5e-05, 0.41783, 0.00365, 0.57848]",True,4.0,3.12%,0.51258,417.09193,21.92849,0.84546,0.12792,0.24958,4.0,4.48469
town7_006194.png,GO,"[0.00018, 0.98663, 0.00432, 0.00886]",LEFT,"[0.00062, 0.48177, 0.00922, 0.50839]",True,47.0,36.72%,0.48583,545.75003,20.76087,0.79953,0.13277,0.3587,47.0,11.01937
town7_006203.png,RIGHT,"[6e-05, 0.27994, 0.71301, 0.00699]",GO,"[3e-05, 0.59857, 0.3935, 0.0079]",True,8.0,6.25%,0.5182,326.24352,22.99538,0.8762,0.13933,0.29304,8.0,2.95816
town7_006215.png,RIGHT,"[6e-05, 0.01013, 0.98953, 0.00028]",GO,"[2e-05, 0.6011, 0.38649, 0.01238]",True,34.0,26.56%,0.44462,741.72727,19.42836,0.81801,0.07836,0.26509,34.0,12.70173
town7_006218.png,RIGHT,"[1e-05, 0.0141, 0.98587, 2e-05]",GO,"[5e-05, 0.52882, 0.45979, 0.01135]",True,52.0,40.62%,0.42532,975.20646,18.23984,0.80982,0.08834,0.3051,52.0,15.8756
town7_006222.png,GO,"[0.0, 0.90509, 0.00024, 0.09467]",LEFT,"[1e-05, 0.48693, 0.00025, 0.51281]",True,13.0,10.16%,0.54974,363.28862,22.52829,0.86082,0.13727,0.2649,13.0,7.72423
town7_006230.png,GO,"[0.00017, 0.88181, 0.02995, 0.08807]",LEFT,"[0.00019, 0.49403, 0.00183, 0.50395]",True,35.0,27.34%,0.58714,308.60654,23.23675,0.88322,0.1518,0.27848,35.0,6.74515
town7_006235.png,GO,"[0.0, 0.98801, 0.0001, 0.0119]",RIGHT,"[2e-05, 0.3405, 0.65292, 0.00656]",True,63.0,49.22%,0.51225,550.08148,20.72653,0.88947,0.12273,0.32506,63.0,10.62468
town7_006236.png,GO,"[0.0, 0.94474, 0.00072, 0.05454]",LEFT,"[0.0, 0.48955, 5e-05, 0.5104]",True,21.0,16.41%,0.5332,395.36482,22.16082,0.91108,0.13416,0.45991,21.0,5.45764
town7_006245.png,LEFT,"[0.0027, 0.13659, 0.00307, 0.85764]",GO,"[0.00051, 0.58444, 0.0075, 0.40755]",True,41.0,32.03%,0.4803,483.64852,21.28551,0.8933,0.12357,0.42276,41.0,7.69881
town7_006247.png,LEFT,"[0.00174, 0.28847, 0.01674, 0.69305]",GO,"[0.00053, 0.52699, 0.01578, 0.4567]",True,2.0,1.56%,0.58464,233.65159,24.44512,0.9195,0.19005,0.22045,2.0,1.14939
town7_006256.png,RIGHT,"[0.0, 0.00113, 0.99887, 0.0]",GO,"[0.02358, 0.65675, 0.31748, 0.0022]",True,60.0,46.88%,0.45072,794.57898,19.12943,0.87822,0.09942,0.32532,60.0,12.04207
town7_006258.png,RIGHT,"[0.0, 0.00117, 0.99882, 0.0]",GO,"[0.00013, 0.65676, 0.33718, 0.00593]",True,61.0,47.66%,0.50124,756.1051,19.34498,0.86728,0.11294,0.3552,61.0,12.70647
town7_006263.png,RIGHT,"[3e-05, 0.03419, 0.96548, 0.0003]",GO,"[1e-05, 0.51373, 0.48023, 0.00602]",True,41.0,32.03%,0.51932,495.45797,21.18074,0.91431,0.13512,0.28751,41.0,8.09275
town7_006265.png,RIGHT,"[0.0, 0.00607, 0.99392, 1e-05]",GO,"[3e-05, 0.51076, 0.48763, 0.00158]",True,60.0,46.88%,0.50646,640.97557,20.06239,0.89956,0.11563,0.30005,60.0,9.8312
town7_006270.png,GO,"[0.06984, 0.926, 0.0012, 0.00296]",STOP,"[0.64533, 0.35232, 0.00104, 0.00131]",True,13.0,10.16%,0.61689,366.37078,22.4916,0.96316,0.20141,0.28925,13.0,4.35798
town7_006272.png,GO,"[0.01395, 0.92118, 0.00072, 0.06415]",LEFT,"[0.02587, 0.32574, 0.00062, 0.64776]",True,62.0,48.44%,0.55758,586.23867,20.45006,0.94834,0.11332,0.39873,62.0,11.68172
town7_006279.png,LEFT,"[0.0007, 0.03494, 0.00473, 0.95963]",RIGHT,"[0.00269, 0.23124, 0.55652, 0.20956]",True,49.0,38.28%,0.72191,246.84992,24.20647,0.97328,0.20985,0.45079,49.0,7.19696
town7_006281.png,LEFT,"[0.00019, 0.01857, 0.05356, 0.92768]",RIGHT,"[0.00376, 0.11137, 0.48569, 0.39918]",True,46.0,35.94%,0.59586,480.68609,21.31219,0.94274,0.14239,0.35569,46.0,9.30466
town7_006284.png,GO,"[6e-05, 0.95373, 0.00056, 0.04566]",STOP,"[0.53385, 0.46301, 0.00013, 0.00301]",True,62.0,48.44%,0.44898,852.3707,18.82452,0.81176,0.09661,0.38494,62.0,11.74525
town7_006286.png,RIGHT,"[5e-05, 0.03688, 0.96189, 0.00118]",GO,"[0.00716, 0.45598, 0.42383, 0.11302]",True,39.0,30.47%,0.59625,340.22333,22.81316,0.95114,0.15322,0.30868,39.0,6.9329
town7_006287.png,RIGHT,"[6e-05, 0.02953, 0.96944, 0.00096]",GO,"[0.03636, 0.83344, 0.10262, 0.02758]",True,27.0,21.09%,0.60607,286.50651,23.55946,0.95976,0.17087,0.25162,27.0,6.01574
town7_006293.png,RIGHT,"[0.00031, 0.06327, 0.92667, 0.00975]",GO,"[0.00138, 0.6907, 0.22299, 0.08494]",True,34.0,26.56%,0.61787,230.50013,24.50409,0.92336,0.17666,0.24684,34.0,6.96004
town7_006296.png,RIGHT,"[0.00048, 0.2503, 0.73713, 0.01209]",GO,"[0.00077, 0.52763, 0.43686, 0.03474]",True,2.0,1.56%,0.66573,163.73495,25.98939,0.90037,0.22569,0.40626,2.0,1.7769
town7_006299.png,RIGHT,"[0.00156, 0.42654, 0.47656, 0.09535]",GO,"[0.00116, 0.48681, 0.42584, 0.08619]",True,5.0,3.91%,0.69866,151.50232,26.32661,0.9465,0.24192,0.3162,5.0,3.24888
town7_006300.png,RIGHT,"[0.0002, 0.05555, 0.8363, 0.10795]",STOP,"[0.44626, 0.26194, 0.29009, 0.00171]",True,94.0,73.44%,0.54461,690.6737,19.73807,0.90182,0.1306,0.43267,94.0,13.09036
town7_006305.png,RIGHT,"[0.00018, 0.05408, 0.9403, 0.00544]",STOP,"[0.44056, 0.19468, 0.36152, 0.00324]",True,104.0,81.25%,0.56334,685.57596,19.77025,0.88095,0.14742,0.40806,104.0,11.27346
town7_006312.png,STOP,"[0.8259, 0.13866, 0.03512, 0.00032]",RIGHT,"[0.34459, 0.30359, 0.35095, 0.00087]",True,20.0,15.62%,0.63463,247.33534,24.19794,0.95472,0.1907,0.22941,20.0,4.45494
town7_006315.png,RIGHT,"[0.2453, 0.2386, 0.49983, 0.01627]",STOP,"[0.41287, 0.30818, 0.22483, 0.05412]",True,1.0,0.78%,0.62209,343.17542,22.77564,0.96594,0.18986,0.39187,1.0,0.17189
town7_006316.png,RIGHT,"[0.00048, 0.06882, 0.92687, 0.00384]",GO,"[0.07009, 0.44178, 0.3507, 0.13743]",True,72.0,56.25%,0.60825,460.9426,21.49434,0.94281,0.19247,0.41281,72.0,7.96346
town7_006327.png,RIGHT,"[0.0, 0.01964, 0.98024, 0.00012]",LEFT,"[0.00131, 0.07726, 0.09646, 0.82498]",True,77.0,60.16%,0.57875,763.79044,19.30106,0.90402,0.15071,0.35137,77.0,12.04107
town7_006333.png,RIGHT,"[6e-05, 0.32998, 0.6575, 0.01246]",GO,"[8e-05, 0.58125, 0.38088, 0.03779]",True,1.0,0.78%,0.79008,98.71964,28.18677,0.99,0.34301,0.18686,1.0,0.3973
town7_006338.png,GO,"[4e-05, 0.97646, 0.01944, 0.00406]",RIGHT,"[0.0, 0.46881, 0.52715, 0.00403]",True,106.0,82.81%,0.73386,323.77578,23.02836,0.96969,0.30083,0.41047,106.0,7.74857
town7_006340.png,GO,"[2e-05, 0.99094, 0.00764, 0.0014]",RIGHT,"[1e-05, 0.41232, 0.58297, 0.0047]",True,109.0,85.16%,0.727,349.52951,22.69597,0.9667,0.29341,0.59567,109.0,8.08706
town7_006346.png,GO,"[1e-05, 0.98782, 0.00433, 0.00783]",RIGHT,"[4e-05, 0.45912, 0.52641, 0.01443]",True,113.0,88.28%,0.72029,330.76138,22.93566,0.96273,0.26082,0.50771,113.0,7.61329
town7_006363.png,GO,"[0.01015, 0.98757, 0.00064, 0.00164]",RIGHT,"[0.00089, 0.47525, 0.51431, 0.00955]",True,75.0,58.59%,0.76274,261.20982,23.96091,0.98559,0.29449,0.47873,75.0,7.42719
town7_006374.png,STOP,"[0.87827, 0.10478, 0.01248, 0.00447]",RIGHT,"[0.36669, 0.2261, 0.40068, 0.00652]",True,68.0,53.12%,0.79742,131.03081,26.95707,0.9958,0.35065,0.46064,68.0,4.89187
town7_006375.png,STOP,"[0.90832, 0.08667, 0.00346, 0.00154]",RIGHT,"[0.28398, 0.32226, 0.38311, 0.01064]",True,80.0,62.50%,0.79232,154.71044,26.23561,0.995,0.34387,0.35719,80.0,5.1657
town7_006387.png,STOP,"[0.60489, 0.13075, 0.25977, 0.00459]",RIGHT,"[0.32784, 0.23339, 0.4271, 0.01168]",True,5.0,3.91%,0.8409,58.78818,30.4379,0.9984,0.4277,0.15721,5.0,1.06773
town7_006390.png,RIGHT,"[0.00093, 0.11243, 0.87219, 0.01445]",GO,"[0.06293, 0.55279, 0.34976, 0.03452]",True,79.0,61.72%,0.84546,61.78276,30.22213,0.99782,0.391,0.39747,79.0,3.05522
town7_006392.png,RIGHT,"[0.00036, 0.13228, 0.85342, 0.01393]",GO,"[0.16165, 0.51339, 0.31101, 0.01396]",True,62.0,48.44%,0.84342,65.56589,29.96402,0.99771,0.37412,0.55616,62.0,3.43668
town7_006401.png,RIGHT,"[2e-05, 0.13171, 0.85214, 0.01613]",GO,"[0.00102, 0.58689, 0.37428, 0.03782]",True,61.0,47.66%,0.68326,185.74078,25.44173,0.96802,0.22471,0.39984,61.0,5.28944
town7_006408.png,GO,"[0.00266, 0.76349, 0.19805, 0.0358]",RIGHT,"[0.00067, 0.43347, 0.54174, 0.02412]",True,42.0,32.81%,0.73198,145.59133,26.49945,0.96877,0.27252,0.32417,42.0,4.52254
town7_006409.png,GO,"[0.00584, 0.79551, 0.16695, 0.0317]",RIGHT,"[0.00067, 0.43038, 0.53675, 0.0322]",True,54.0,42.19%,0.72936,149.25294,26.39157,0.97314,0.28066,0.40431,54.0,4.58424
town7_006426.png,STOP,"[0.89047, 0.10936, 2e-05, 0.00015]",GO,"[0.44945, 0.54117, 0.00398, 0.00539]",True,71.0,55.47%,0.61428,382.39432,22.30569,0.97081,0.20646,0.56924,71.0,7.34208
town7_006427.png,STOP,"[0.92952, 0.06988, 5e-05, 0.00056]",GO,"[0.44858, 0.52426, 0.00594, 0.02122]",True,67.0,52.34%,0.65807,417.89365,21.92015,0.97889,0.21653,0.53629,67.0,9.86562
town7_006428.png,STOP,"[0.92498, 0.0743, 5e-05, 0.00067]",GO,"[0.49332, 0.49603, 0.00295, 0.0077]",True,73.0,57.03%,0.69847,403.3457,22.07403,0.97666,0.23195,0.36123,73.0,9.59552
town7_006436.png,STOP,"[0.90748, 0.09142, 0.00016, 0.00094]",GO,"[0.31261, 0.64682, 0.0105, 0.03007]",True,74.0,57.81%,0.66844,369.90599,22.44989,0.97913,0.22458,0.34516,74.0,8.9538
town7_006438.png,STOP,"[0.9267, 0.07233, 7e-05, 0.0009]",GO,"[0.47316, 0.51678, 0.00478, 0.00528]",True,76.0,59.38%,0.67521,341.34628,22.79885,0.98124,0.23451,0.35641,76.0,8.93532
town7_006440.png,STOP,"[0.91724, 0.08139, 0.00013, 0.00124]",GO,"[0.41434, 0.56727, 0.00666, 0.01173]",True,72.0,56.25%,0.66856,370.83164,22.43904,0.97918,0.23026,0.32844,72.0,9.00747
town7_006441.png,STOP,"[0.9187, 0.08036, 0.00011, 0.00083]",GO,"[0.20746, 0.7553, 0.01332, 0.02393]",True,69.0,53.91%,0.67436,353.28023,22.64961,0.98057,0.23269,0.5124,69.0,8.98758
town7_006449.png,STOP,"[0.92009, 0.07921, 8e-05, 0.00061]",GO,"[0.44711, 0.52885, 0.00605, 0.01799]",True,70.0,54.69%,0.67118,347.95417,22.71558,0.98131,0.22662,0.48888,70.0,8.82913
town7_006456.png,STOP,"[0.9115, 0.08748, 0.00014, 0.00088]",GO,"[0.42815, 0.53346, 0.00676, 0.03164]",True,53.0,41.41%,0.67447,336.87583,22.85611,0.981,0.23305,0.40367,53.0,8.44519
town7_006459.png,STOP,"[0.91235, 0.08661, 0.00013, 0.00091]",GO,"[0.45061, 0.50437, 0.00795, 0.03708]",True,74.0,57.81%,0.67733,349.24628,22.69949,0.97921,0.23547,0.358,74.0,8.65429
town7_006462.png,STOP,"[0.9225, 0.07653, 0.00012, 0.00085]",GO,"[0.35783, 0.61602, 0.00938, 0.01678]",True,59.0,46.09%,0.67609,350.6357,22.68224,0.98039,0.23871,0.33666,59.0,8.69233
town7_006465.png,STOP,"[0.92287, 0.07645, 9e-05, 0.00058]",GO,"[0.40137, 0.57034, 0.01234, 0.01595]",True,67.0,52.34%,0.6742,341.43182,22.79776,0.98086,0.23243,0.35878,67.0,8.88003
town7_006473.png,STOP,"[0.92753, 0.0718, 8e-05, 0.0006]",GO,"[0.3561, 0.6121, 0.01346, 0.01833]",True,73.0,57.03%,0.66476,377.19081,22.36519,0.97704,0.2313,0.35162,73.0,9.01407
town7_006474.png,STOP,"[0.91977, 0.07896, 0.00011, 0.00116]",GO,"[0.38458, 0.59845, 0.00575, 0.01122]",True,76.0,59.38%,0.66395,383.92648,22.28832,0.97815,0.22539,0.41222,76.0,9.37043
town7_006476.png,STOP,"[0.91674, 0.08205, 0.00015, 0.00106]",GO,"[0.16994, 0.79304, 0.01102, 0.026]",True,76.0,59.38%,0.66061,396.74315,22.14571,0.97741,0.22673,0.34243,76.0,9.46642
town7_006479.png,STOP,"[0.92472, 0.07468, 6e-05, 0.00053]",GO,"[0.46453, 0.5029, 0.00444, 0.02814]",True,67.0,52.34%,0.68524,346.78807,22.73016,0.9811,0.23641,0.35144,67.0,8.89363
town7_006482.png,STOP,"[0.8368, 0.1583, 0.00058, 0.00433]",GO,"[0.38045, 0.54932, 0.01025, 0.05997]",True,31.0,24.22%,0.7148,270.34182,23.81167,0.98509,0.2702,0.28725,31.0,5.30421
town7_006486.png,GO,"[0.00206, 0.86726, 0.08978, 0.0409]",RIGHT,"[0.00102, 0.47201, 0.47441, 0.05256]",True,50.0,39.06%,0.71945,103.5232,27.98043,0.99519,0.27331,0.31825,50.0,2.83264
town7_006501.png,GO,"[0.0003, 0.82083, 0.16875, 0.01012]",RIGHT,"[0.00024, 0.49096, 0.4986, 0.01019]",True,36.0,28.12%,0.72957,189.3199,25.35884,0.97686,0.24134,0.29105,36.0,5.306
town7_006502.png,GO,"[0.00092, 0.84666, 0.14326, 0.00917]",RIGHT,"[0.0003, 0.48136, 0.50832, 0.01002]",True,34.0,26.56%,0.70634,189.44719,25.35592,0.97962,0.24593,0.34055,34.0,5.40419
town7_006505.png,GO,"[0.00128, 0.92038, 0.04983, 0.02851]",STOP,"[0.66064, 0.33209, 0.00085, 0.00642]",True,114.0,89.06%,0.60709,487.70591,21.24922,0.91422,0.16267,0.44229,114.0,12.7827
town7_006514.png,GO,"[0.00415, 0.98887, 0.00178, 0.00519]",STOP,"[0.56641, 0.43136, 0.00073, 0.00149]",True,18.0,14.06%,0.73674,151.30599,26.33224,0.97013,0.29596,0.31272,18.0,4.56583
town7_006516.png,GO,"[0.00223, 0.91671, 0.01221, 0.06885]",STOP,"[0.68601, 0.31014, 0.00151, 0.00233]",True,55.0,42.97%,0.7082,157.65997,26.15359,0.94173,0.26876,0.40319,55.0,7.19777
town7_006518.png,GO,"[0.00524, 0.94636, 0.0141, 0.03429]",STOP,"[0.51293, 0.4789, 0.00266, 0.00551]",True,43.0,33.59%,0.7051,178.66854,25.61032,0.94019,0.26644,0.27814,43.0,6.62925
town7_006521.png,GO,"[0.00738, 0.9828, 0.00344, 0.00638]",STOP,"[0.68074, 0.31725, 0.00063, 0.00138]",True,39.0,30.47%,0.70058,195.58042,25.21755,0.96037,0.2619,0.32493,39.0,4.64921
town7_006526.png,STOP,"[0.90321, 0.0951, 0.00143, 0.00026]",GO,"[0.35358, 0.60432, 0.03682, 0.00528]",True,72.0,56.25%,0.64721,474.56237,21.36787,0.94688,0.22286,0.3726,72.0,6.36265
town7_006527.png,STOP,"[0.93804, 0.06167, 0.00014, 0.00015]",GO,"[0.23391, 0.76372, 0.00093, 0.00144]",True,85.0,66.41%,0.74368,199.77404,25.12541,0.95356,0.29662,0.35037,85.0,6.69323
town7_006533.png,GO,"[0.09999, 0.87196, 0.01254, 0.01551]",STOP,"[0.53794, 0.45543, 0.00129, 0.00534]",True,21.0,16.41%,0.70552,163.76344,25.98863,0.95411,0.26953,0.25099,21.0,2.00646
town7_006537.png,RIGHT,"[0.00069, 0.32164, 0.62998, 0.0477]",LEFT,"[0.00242, 0.37084, 0.2074, 0.41934]",True,8.0,6.25%,0.67147,185.73443,25.44188,0.9446,0.22888,0.19059,8.0,1.72252
town7_006538.png,RIGHT,"[0.00084, 0.09837, 0.75494, 0.14585]",LEFT,"[0.00169, 0.10521, 0.21398, 0.67912]",True,4.0,3.12%,0.63021,253.78693,24.08611,0.94095,0.21428,0.31394,4.0,1.96699
town7_006539.png,RIGHT,"[0.00017, 0.0662, 0.86182, 0.07181]",GO,"[0.00213, 0.52485, 0.38631, 0.08671]",True,71.0,55.47%,0.59211,380.48138,22.32747,0.93214,0.18176,0.3287,71.0,6.40482
town7_006545.png,RIGHT,"[1e-05, 0.00709, 0.99279, 0.0001]",GO,"[0.00905, 0.71735, 0.26582, 0.00778]",True,63.0,49.22%,0.50282,642.01203,20.05537,0.85672,0.11635,0.32659,63.0,10.81873
town7_006548.png,RIGHT,"[0.00017, 0.05066, 0.94731, 0.00186]",GO,"[0.08834, 0.69279, 0.20504, 0.01383]",True,23.0,17.97%,0.61543,256.19667,24.04507,0.9584,0.18096,0.27052,23.0,5.34808
town7_006558.png,RIGHT,"[0.00523, 0.42232, 0.48402, 0.08843]",GO,"[0.00418, 0.44221, 0.43897, 0.11464]",True,4.0,3.12%,0.67391,157.09206,26.16926,0.93268,0.23598,0.18959,4.0,2.79118
town7_006575.png,STOP,"[0.6651, 0.27541, 0.02438, 0.0351]",RIGHT,"[0.31072, 0.27919, 0.38436, 0.02573]",True,128.0,100.00%,0.59196,502.07812,21.12309,0.93741,0.1837,0.59266,128.0,9.0581
town7_006586.png,RIGHT,"[0.00098, 0.03147, 0.83767, 0.12987]",LEFT,"[0.00171, 0.03528, 0.40891, 0.55411]",True,8.0,6.25%,0.63605,276.18857,23.71875,0.98393,0.19612,0.33558,8.0,2.26842
town7_006592.png,LEFT,"[2e-05, 0.05817, 5e-05, 0.94175]",GO,"[2e-05, 0.57727, 5e-05, 0.42267]",True,30.0,23.44%,0.53278,395.4712,22.15966,0.93172,0.12841,0.27603,30.0,5.84922
town7_006593.png,GO,"[0.00011, 0.80686, 0.1121, 0.08093]",RIGHT,"[3e-05, 0.22496, 0.74875, 0.02627]",True,38.0,29.69%,0.54795,347.34479,22.7232,0.91248,0.13841,0.30533,38.0,7.95818
town7_006615.png,GO,"[0.0, 0.97142, 0.00196, 0.02662]",LEFT,"[3e-05, 0.45125, 0.00087, 0.54784]",True,53.0,41.41%,0.51086,689.3256,19.74656,0.87795,0.10207,0.36249,53.0,11.10064
town7_006618.png,GO,"[0.00326, 0.96889, 0.00759, 0.02027]",RIGHT,"[0.00011, 0.48219, 0.51469, 0.00302]",True,41.0,32.03%,0.57587,616.58674,20.23086,0.90208,0.17342,0.40748,41.0,11.19866
town7_006619.png,RIGHT,"[0.00019, 0.48047, 0.51729, 0.00205]",GO,"[0.00037, 0.52597, 0.46702, 0.00664]",True,3.0,2.34%,0.64066,322.69357,23.0429,0.942,0.2104,0.33005,3.0,2.33124
town7_006621.png,GO,"[0.00077, 0.81179, 0.03608, 0.15136]",RIGHT,"[0.00013, 0.39091, 0.54575, 0.06321]",True,43.0,33.59%,0.65345,349.33255,22.69841,0.96389,0.20461,0.37143,43.0,6.9449
town7_006622.png,RIGHT,"[3e-05, 0.34283, 0.62944, 0.0277]",GO,"[4e-05, 0.54454, 0.39708, 0.05833]",True,4.0,3.12%,0.67073,258.45169,24.00701,0.97141,0.24012,0.29997,4.0,1.50126
town7_006628.png,GO,"[0.004, 0.95117, 0.01087, 0.03396]",STOP,"[0.61614, 0.37748, 0.00174, 0.00464]",True,91.0,71.09%,0.5854,849.27977,18.8403,0.88501,0.17028,0.45995,91.0,12.02237
town7_006629.png,GO,"[0.00455, 0.98373, 0.0002, 0.01152]",STOP,"[0.57972, 0.41336, 0.00153, 0.00538]",True,85.0,66.41%,0.59414,881.50818,18.67854,0.90976,0.16845,0.58049,85.0,11.82333
town7_006632.png,GO,"[0.00023, 0.81577, 2e-05, 0.18398]",STOP,"[0.63923, 0.34423, 0.00058, 0.01595]",True,109.0,85.16%,0.48011,1595.78831,16.10105,0.87345,0.11363,0.4766,109.0,16.14598
town7_006634.png,GO,"[8e-05, 0.8146, 0.00022, 0.1851]",LEFT,"[0.00047, 0.44879, 0.0004, 0.55034]",True,19.0,14.84%,0.69261,294.16219,23.44494,0.9681,0.23188,0.27043,19.0,6.87497
town7_006639.png,GO,"[1e-05, 0.92769, 0.00053, 0.07177]",STOP,"[0.70403, 0.28818, 0.00053, 0.00726]",True,89.0,69.53%,0.62998,719.94836,19.55779,0.95617,0.17543,0.39997,89.0,12.20163
town7_006655.png,GO,"[1e-05, 0.99717, 0.00046, 0.00236]",STOP,"[0.61141, 0.36488, 0.00281, 0.0209]",True,97.0,75.78%,0.63573,500.34815,21.13808,0.96505,0.19473,0.4752,97.0,10.23907
town7_006656.png,GO,"[1e-05, 0.99334, 0.00095, 0.0057]",STOP,"[0.50337, 0.442, 0.00123, 0.05339]",True,97.0,75.78%,0.65197,513.57047,21.0248,0.96337,0.21772,0.4006,97.0,10.65776
town7_006657.png,GO,"[0.0, 0.99702, 0.00043, 0.00254]",STOP,"[0.49916, 0.43558, 0.00151, 0.06374]",True,95.0,74.22%,0.63637,604.95263,20.31359,0.9525,0.21164,0.48794,95.0,10.95253
town7_006661.png,GO,"[8e-05, 0.98696, 0.00222, 0.01074]",STOP,"[0.48876, 0.43264, 0.00283, 0.07576]",True,95.0,74.22%,0.66421,493.15768,21.20095,0.96457,0.20885,0.38745,95.0,10.28866
town7_006667.png,GO,"[0.00024, 0.98745, 0.00306, 0.00926]",STOP,"[0.58006, 0.33872, 0.00687, 0.07435]",True,89.0,69.53%,0.70517,320.41943,23.07362,0.97893,0.22637,0.49824,89.0,9.10038
town7_006675.png,GO,"[1e-05, 0.99177, 0.00063, 0.00759]",RIGHT,"[0.00108, 0.43795, 0.53542, 0.02555]",True,90.0,70.31%,0.71335,420.24628,21.89576,0.97173,0.25923,0.3979,90.0,8.91068
town7_006676.png,GO,"[1e-05, 0.9951, 0.00031, 0.00458]",RIGHT,"[0.00052, 0.47846, 0.49653, 0.02449]",True,109.0,85.16%,0.71998,447.5963,21.62194,0.97141,0.2644,0.39249,109.0,9.78758
town7_006677.png,GO,"[0.0001, 0.99004, 0.00057, 0.00929]",RIGHT,"[0.00058, 0.45473, 0.47841, 0.06628]",True,108.0,84.38%,0.73004,474.62661,21.36728,0.96702,0.27059,0.45461,108.0,9.5616
town7_006680.png,GO,"[8e-05, 0.98737, 0.00094, 0.01161]",RIGHT,"[0.00042, 0.46108, 0.50239, 0.03611]",True,94.0,73.44%,0.70168,412.45844,21.977,0.97337,0.25948,0.53121,94.0,8.89243
