Image File,Prediction (Before Masking),Confidence (Before Masking),Prediction (After Masking),Confidence (After Masking),Counterfactual Found,Grid Size,Grid Position,SSIM,MSE,PSNR,UQI,VIFP,Time Taken (s),Sparsity,Proximity,Masked Patches
town7_006892.png,GO,"0.05386, 0.94614",GO,"0.05386, 0.94614",False,,,,,,,,0.47683,,,3.0
town7_006893.png,GO,"0.16581, 0.83419",GO,"0.16581, 0.83419",False,,,,,,,,0.48584,,,3.0
town7_006894.png,GO,"0.32316, 0.67684",GO,"0.32316, 0.67684",False,,,,,,,,0.52375,,,3.0
town7_006895.png,GO,"0.3144, 0.6856",STOP,"0.3144, 0.6856",True,,27.0,0.49038,733.50544,19.47677,0.94304,0.13183,0.59738,0.09375,11.28849,3.0
town7_006897.png,GO,"0.32552, 0.67448",STOP,"0.32552, 0.67448",True,,26.0,0.50849,644.51318,20.03849,0.94471,0.15175,0.59323,0.09375,10.61873,3.0
town7_006901.png,GO,"0.28456, 0.71544",GO,"0.28456, 0.71544",False,,,,,,,,0.48391,,,3.0
town7_006902.png,GO,"0.29049, 0.70951",GO,"0.29049, 0.70951",False,,,,,,,,0.49647,,,3.0
town7_006906.png,GO,"0.31212, 0.68788",STOP,"0.31212, 0.68788",True,,27.0,0.53623,626.04805,20.16473,0.94639,0.17963,0.55389,0.09375,10.2055,3.0
town7_006912.png,GO,"0.24001, 0.75999",GO,"0.24001, 0.75999",False,,,,,,,,0.56857,,,3.0
town7_006916.png,GO,"0.28014, 0.71986",STOP,"0.28014, 0.71986",True,,26.0,0.5483,596.6956,20.37328,0.93769,0.18328,0.57136,0.09375,10.57695,3.0
town7_006918.png,GO,"0.28533, 0.71467",STOP,"0.28533, 0.71467",True,,26.0,0.50637,723.54128,19.53617,0.93559,0.17038,0.55726,0.09375,11.76131,3.0
town7_006921.png,GO,"0.30586, 0.69414",GO,"0.30586, 0.69414",False,,,,,,,,0.46762,,,3.0
town7_006924.png,GO,"0.30203, 0.69797",GO,"0.30203, 0.69797",False,,,,,,,,0.48286,,,3.0
town7_006929.png,GO,"0.31344, 0.68656",STOP,"0.31344, 0.68656",True,,11.0,0.53523,632.62211,20.11936,0.93648,0.11087,0.51819,0.09375,11.92943,3.0
town7_006932.png,GO,"0.3295, 0.6705",STOP,"0.3295, 0.6705",True,,11.0,0.49553,662.53039,19.91875,0.94122,0.0917,0.5239,0.09375,12.24469,3.0
town7_006935.png,GO,"0.3929, 0.6071",STOP,"0.3929, 0.6071",True,,54.0,0.60352,345.12612,22.75103,0.96736,0.17428,0.31204,0.03125,4.47821,4.0
town7_006936.png,GO,"0.37524, 0.62476",STOP,"0.37524, 0.62476",True,,11.0,0.48994,757.85018,19.33497,0.93037,0.08819,0.58383,0.09375,12.03294,3.0
town7_006945.png,STOP,"0.77135, 0.22865",GO,"0.77135, 0.22865",True,,58.0,0.6687,278.47737,23.6829,0.97482,0.23587,0.29089,0.03906,5.49796,5.0
town7_006946.png,STOP,"0.77805, 0.22195",GO,"0.77805, 0.22195",True,,68.0,0.6741,260.0812,23.97971,0.97833,0.23502,0.33281,0.03906,4.74997,5.0
town7_006953.png,STOP,"0.79408, 0.20592",GO,"0.79408, 0.20592",True,,69.0,0.66714,260.27495,23.97648,0.97896,0.22966,0.39884,0.03906,4.72287,5.0
town7_006954.png,STOP,"0.78009, 0.21991",GO,"0.78009, 0.21991",True,,58.0,0.66481,278.19885,23.68725,0.97624,0.23705,0.34098,0.03906,5.30084,5.0
town7_006960.png,GO,"0.19552, 0.80448",STOP,"0.19552, 0.80448",True,,22.0,0.66521,620.29021,20.20485,0.95525,0.23792,0.60454,0.09375,11.36457,3.0
town7_006962.png,GO,"0.1721, 0.8279",GO,"0.1721, 0.8279",False,,,,,,,,0.47006,,,3.0
town7_006965.png,GO,"0.13054, 0.86946",GO,"0.13054, 0.86946",False,,,,,,,,0.48934,,,3.0
town7_006973.png,GO,"0.36118, 0.63882",STOP,"0.36118, 0.63882",True,,27.0,0.47114,676.80138,19.82619,0.9191,0.10011,0.17781,0.10938,7.92913,14.0
town7_006980.png,GO,"0.34337, 0.65663",STOP,"0.34337, 0.65663",True,,11.0,0.48635,965.66484,18.28254,0.92416,0.10306,0.49581,0.09375,14.9658,3.0
town7_006981.png,GO,"0.32964, 0.67036",STOP,"0.32964, 0.67036",True,,11.0,0.51208,983.92062,18.2012,0.92202,0.10894,0.50019,0.09375,14.5158,3.0
town7_006983.png,GO,"0.33765, 0.66235",STOP,"0.33765, 0.66235",True,,11.0,0.52,946.44471,18.36985,0.92862,0.11543,0.46552,0.09375,15.65625,3.0
town7_006986.png,GO,"0.33105, 0.66895",STOP,"0.33105, 0.66895",True,,10.0,0.56951,811.74005,19.03663,0.92818,0.15418,0.53152,0.09375,13.33386,3.0
town7_006988.png,GO,"0.3476, 0.6524",STOP,"0.3476, 0.6524",True,,10.0,0.55001,881.53789,18.67839,0.92811,0.14563,0.48264,0.09375,13.97969,3.0
town7_006990.png,GO,"0.34444, 0.65556",STOP,"0.34444, 0.65556",True,,10.0,0.54523,938.10203,18.4083,0.92448,0.13973,0.54028,0.09375,13.98265,3.0
town7_007003.png,STOP,"0.70577, 0.29423",GO,"0.70577, 0.29423",True,,0.0,0.74074,178.21422,25.62138,0.97666,0.31358,0.10748,0.05469,2.89364,7.0
town7_007010.png,STOP,"0.62821, 0.37179",GO,"0.62821, 0.37179",True,,0.0,0.73602,193.65245,25.26057,0.97523,0.30907,0.09465,0.05469,2.57763,7.0
town7_007016.png,GO,"0.10858, 0.89142",GO,"0.10858, 0.89142",False,,,,,,,,0.48449,,,3.0
town7_007021.png,GO,"0.09721, 0.90279",GO,"0.09721, 0.90279",False,,,,,,,,0.46939,,,3.0
town7_007022.png,GO,"0.1705, 0.8295",GO,"0.1705, 0.8295",False,,,,,,,,0.44131,,,3.0
town7_007024.png,GO,"0.45507, 0.54493",STOP,"0.45507, 0.54493",True,,0.0,0.72112,147.84443,26.43275,0.97063,0.29712,0.09434,0.07812,3.45743,10.0
town7_007028.png,STOP,"0.71237, 0.28763",GO,"0.71237, 0.28763",True,,19.0,0.75689,105.26529,27.90795,0.98219,0.33091,0.16034,0.04688,2.80155,6.0
town7_007036.png,STOP,"0.7876, 0.2124",GO,"0.7876, 0.2124",True,,34.0,0.7309,127.31906,27.08187,0.98094,0.30439,0.2093,0.03906,3.91173,5.0
town7_007043.png,STOP,"0.69681, 0.30319",GO,"0.69681, 0.30319",True,,34.0,0.73499,127.80539,27.06531,0.97994,0.30389,0.20425,0.03906,4.00137,5.0
town7_007053.png,GO,"0.32707, 0.67293",STOP,"0.32707, 0.67293",True,,48.0,0.72368,143.60721,26.55904,0.97585,0.30233,0.22449,0.03906,3.72755,5.0
town7_007058.png,GO,"0.32784, 0.67216",STOP,"0.32784, 0.67216",True,,81.0,0.69401,213.32513,24.84038,0.97021,0.26954,0.36096,0.05469,6.83298,7.0
town7_007068.png,GO,"0.13767, 0.86233",GO,"0.13767, 0.86233",False,,,,,,,,0.47399,,,3.0
town7_007070.png,GO,"0.15238, 0.84762",GO,"0.15238, 0.84762",False,,,,,,,,0.4693,,,3.0
town7_007076.png,GO,"0.30839, 0.69161",GO,"0.30839, 0.69161",False,,,,,,,,0.47664,,,3.0
town7_007079.png,GO,"0.31592, 0.68408",GO,"0.31592, 0.68408",False,,,,,,,,0.47286,,,3.0
town7_007082.png,GO,"0.32792, 0.67208",GO,"0.32792, 0.67208",False,,,,,,,,0.53467,,,3.0
town7_007083.png,GO,"0.31198, 0.68802",GO,"0.31198, 0.68802",False,,,,,,,,0.52216,,,3.0
town7_007084.png,GO,"0.29097, 0.70903",GO,"0.29097, 0.70903",False,,,,,,,,0.49269,,,3.0
town7_007088.png,GO,"0.27607, 0.72393",GO,"0.27607, 0.72393",False,,,,,,,,0.56006,,,3.0
town7_007093.png,GO,"0.31826, 0.68174",GO,"0.31826, 0.68174",False,,,,,,,,0.54377,,,3.0
town7_007100.png,GO,"0.27934, 0.72066",STOP,"0.27934, 0.72066",True,,12.0,0.71284,359.35008,22.57563,0.97007,0.21162,0.61959,0.09375,10.98554,3.0
town7_007101.png,GO,"0.2854, 0.7146",STOP,"0.2854, 0.7146",True,,12.0,0.71323,365.20315,22.50546,0.96911,0.21612,0.5398,0.09375,10.96045,3.0
town7_007110.png,GO,"0.32416, 0.67584",STOP,"0.32416, 0.67584",True,,14.0,0.7286,323.79724,23.02807,0.96467,0.30347,0.51508,0.09375,8.55842,3.0
town7_007123.png,GO,"0.19431, 0.80569",GO,"0.19431, 0.80569",False,,,,,,,,0.52476,,,3.0
town7_007127.png,GO,"0.16307, 0.83693",GO,"0.16307, 0.83693",False,,,,,,,,0.46107,,,3.0
town7_007129.png,GO,"0.20524, 0.79476",GO,"0.20524, 0.79476",False,,,,,,,,0.50854,,,3.0
town7_007131.png,GO,"0.17579, 0.82421",STOP,"0.17579, 0.82421",True,,27.0,0.6601,517.30008,20.99338,0.97054,0.21411,0.588,0.09375,11.50947,3.0
town7_007132.png,GO,"0.15124, 0.84876",GO,"0.15124, 0.84876",False,,,,,,,,0.51184,,,3.0
town7_007140.png,GO,"0.28583, 0.71417",GO,"0.28583, 0.71417",False,,,,,,,,0.47032,,,3.0
town7_007144.png,GO,"0.30325, 0.69675",GO,"0.30325, 0.69675",False,,,,,,,,0.45966,,,3.0
town7_007151.png,GO,"0.31927, 0.68073",STOP,"0.31927, 0.68073",True,,81.0,0.76058,219.35333,24.71936,0.98669,0.31861,0.31512,0.02344,7.1652,3.0
town7_007152.png,GO,"0.32692, 0.67308",GO,"0.32692, 0.67308",False,,,,,,,,0.47579,,,3.0
town7_007153.png,GO,"0.33296, 0.66704",STOP,"0.33296, 0.66704",True,,81.0,0.76076,238.39669,24.3578,0.98586,0.29828,0.29721,0.02344,6.97478,3.0
town7_007154.png,GO,"0.33136, 0.66864",STOP,"0.33136, 0.66864",True,,81.0,0.76367,234.22716,24.43443,0.98627,0.30664,0.3056,0.02344,7.06902,3.0
town7_007157.png,GO,"0.29746, 0.70254",GO,"0.29746, 0.70254",False,,,,,,,,0.48051,,,3.0
town7_007162.png,STOP,"0.55307, 0.44693",GO,"0.55307, 0.44693",True,,1.0,0.82341,88.65995,28.65353,0.99466,0.36128,0.0971,0.02344,2.38521,3.0
town7_007166.png,STOP,"0.56977, 0.43023",GO,"0.56977, 0.43023",True,,0.0,0.79505,216.63102,24.7736,0.98987,0.34855,0.09646,0.02344,3.17231,3.0
town7_007169.png,STOP,"0.80657, 0.19343",GO,"0.80657, 0.19343",True,,18.0,0.81318,144.87036,26.52101,0.99318,0.357,0.14911,0.02344,3.79182,3.0
town7_007171.png,STOP,"0.7669, 0.2331",GO,"0.7669, 0.2331",True,,1.0,0.81042,142.94534,26.5791,0.99376,0.36253,0.1126,0.02344,3.60224,3.0
town7_007172.png,STOP,"0.67876, 0.32124",GO,"0.67876, 0.32124",True,,1.0,0.80648,149.71,26.3783,0.99336,0.35918,0.09661,0.02344,3.36485,3.0
town7_007176.png,STOP,"0.72702, 0.27298",GO,"0.72702, 0.27298",True,,1.0,0.80446,151.55346,26.32514,0.9934,0.35497,0.09726,0.02344,3.45398,3.0
town7_007189.png,GO,"0.09881, 0.90119",GO,"0.09881, 0.90119",False,,,,,,,,0.47412,,,3.0
town7_007198.png,GO,"0.30553, 0.69447",STOP,"0.30553, 0.69447",True,,11.0,0.68126,619.61849,20.20956,0.97176,0.19161,0.49195,0.09375,11.59113,3.0
town7_007203.png,GO,"0.31591, 0.68409",STOP,"0.31591, 0.68409",True,,11.0,0.6848,642.10023,20.05478,0.97322,0.17958,0.49612,0.09375,11.28146,3.0
town7_007207.png,GO,"0.31777, 0.68223",STOP,"0.31777, 0.68223",True,,11.0,0.6703,697.93172,19.69267,0.9713,0.1731,0.50892,0.09375,12.39695,3.0
town7_007211.png,GO,"0.30256, 0.69744",STOP,"0.30256, 0.69744",True,,11.0,0.65625,714.99292,19.58779,0.97045,0.17407,0.54229,0.09375,12.44975,3.0
town7_007215.png,GO,"0.30663, 0.69337",STOP,"0.30663, 0.69337",True,,11.0,0.67124,714.0569,19.59348,0.96951,0.1894,0.56327,0.09375,12.95213,3.0
town7_007217.png,GO,"0.32055, 0.67945",STOP,"0.32055, 0.67945",True,,10.0,0.72102,626.51719,20.16147,0.95842,0.26358,0.58804,0.09375,13.71357,3.0
town7_007233.png,GO,"0.30319, 0.69681",STOP,"0.30319, 0.69681",True,,11.0,0.67066,752.82477,19.36386,0.96896,0.18016,0.56503,0.09375,12.42493,3.0
town7_007236.png,GO,"0.40068, 0.59932",STOP,"0.40068, 0.59932",True,,12.0,0.78161,112.80799,27.6074,0.99618,0.34863,0.11881,0.02344,3.65103,3.0
town7_007241.png,STOP,"0.84024, 0.15976",GO,"0.84024, 0.15976",True,,10.0,0.82501,110.72536,27.68833,0.9963,0.3463,0.13373,0.02344,3.71445,3.0
town7_007249.png,STOP,"0.96338, 0.03662",GO,"0.96338, 0.03662",True,,0.0,0.79232,290.69922,23.49636,0.97468,0.33632,0.54412,0.09375,8.08914,3.0
town7_007255.png,STOP,"0.94993, 0.05007",GO,"0.94993, 0.05007",True,,1.0,0.72623,413.45273,21.96654,0.96972,0.25822,0.62939,0.09375,10.63665,3.0
town7_007266.png,STOP,"0.96869, 0.03131",GO,"0.96869, 0.03131",True,,0.0,0.78427,305.3624,23.28265,0.97372,0.33115,0.51807,0.09375,8.18209,3.0
town7_007275.png,STOP,"0.96837, 0.03163",GO,"0.96837, 0.03163",True,,0.0,0.78314,289.26815,23.5178,0.97568,0.33047,0.52856,0.09375,8.33734,3.0
town7_007276.png,STOP,"0.95816, 0.04184",GO,"0.95816, 0.04184",True,,0.0,0.78354,295.77057,23.42125,0.97459,0.3351,0.62067,0.09375,7.91797,3.0
town7_007277.png,STOP,"0.96665, 0.03335",GO,"0.96665, 0.03335",True,,0.0,0.77981,312.86773,23.1772,0.97338,0.3255,0.59793,0.09375,8.14768,3.0
town7_007278.png,STOP,"0.96767, 0.03233",GO,"0.96767, 0.03233",True,,0.0,0.77317,336.21409,22.86464,0.97146,0.31741,0.54296,0.09375,8.37809,3.0
town7_007283.png,STOP,"0.96234, 0.03766",GO,"0.96234, 0.03766",True,,0.0,0.77513,323.80044,23.02803,0.97285,0.31867,0.47824,0.09375,8.53681,3.0
town7_007285.png,STOP,"0.96776, 0.03224",GO,"0.96776, 0.03224",True,,1.0,0.72767,432.37974,21.77215,0.9696,0.26184,0.52956,0.09375,11.05656,3.0
town7_007299.png,STOP,"0.97483, 0.02517",GO,"0.97483, 0.02517",True,,1.0,0.71849,448.41195,21.61403,0.9692,0.25429,0.45622,0.09375,11.4728,3.0
town7_007315.png,STOP,"0.97166, 0.02834",GO,"0.97166, 0.02834",True,,1.0,0.73076,396.16849,22.152,0.97212,0.26648,0.49884,0.09375,10.96133,3.0
town7_007317.png,STOP,"0.96204, 0.03796",GO,"0.96204, 0.03796",True,,0.0,0.7778,332.28086,22.91575,0.97275,0.32572,0.47372,0.09375,8.75838,3.0
town7_007318.png,STOP,"0.97515, 0.02485",GO,"0.97515, 0.02485",True,,0.0,0.78037,314.64516,23.15259,0.97435,0.32904,0.45979,0.09375,8.53098,3.0
town7_007321.png,STOP,"0.95816, 0.04184",GO,"0.95816, 0.04184",True,,0.0,0.77555,341.8676,22.79222,0.97194,0.32151,0.49687,0.09375,8.79946,3.0
town7_007322.png,STOP,"0.96992, 0.03008",GO,"0.96992, 0.03008",True,,0.0,0.77962,319.27117,23.08921,0.97403,0.32976,0.53882,0.09375,8.71122,3.0
town7_007324.png,STOP,"0.9575, 0.0425",GO,"0.9575, 0.0425",True,,0.0,0.78058,328.74945,22.96215,0.9731,0.32938,0.51754,0.09375,8.92871,3.0
town7_007326.png,STOP,"0.97064, 0.02936",GO,"0.97064, 0.02936",True,,0.0,0.77407,344.7757,22.75544,0.97192,0.31764,0.49987,0.09375,8.93251,3.0
town7_007327.png,STOP,"0.97259, 0.02741",GO,"0.97259, 0.02741",True,,0.0,0.7746,345.77409,22.74288,0.97147,0.31966,0.42338,0.09375,9.31537,3.0
town7_007333.png,STOP,"0.9642, 0.0358",GO,"0.9642, 0.0358",True,,0.0,0.77547,324.09768,23.02404,0.97346,0.31917,0.41278,0.09375,8.29311,3.0
town7_007337.png,STOP,"0.96336, 0.03664",GO,"0.96336, 0.03664",True,,1.0,0.7359,384.4068,22.28289,0.97216,0.2695,0.47081,0.09375,11.14965,3.0
town7_007339.png,STOP,"0.96974, 0.03026",GO,"0.96974, 0.03026",True,,0.0,0.77417,318.08156,23.10542,0.97329,0.31888,0.47735,0.09375,8.44281,3.0
town7_007353.png,STOP,"0.97422, 0.02578",GO,"0.97422, 0.02578",True,,0.0,0.77498,312.35979,23.18425,0.97417,0.32719,0.47376,0.09375,8.65161,3.0
town7_007356.png,STOP,"0.96793, 0.03207",GO,"0.96793, 0.03207",True,,1.0,0.72691,411.23695,21.98988,0.97117,0.26898,0.4608,0.09375,11.30153,3.0
town7_007359.png,STOP,"0.96791, 0.03209",GO,"0.96791, 0.03209",True,,0.0,0.78024,323.35281,23.03404,0.973,0.33337,0.47802,0.09375,8.56847,3.0
town7_007360.png,STOP,"0.97516, 0.02484",GO,"0.97516, 0.02484",True,,1.0,0.72356,424.86305,21.84831,0.97019,0.26431,0.443,0.09375,11.40295,3.0
town7_007364.png,STOP,"0.9666, 0.0334",GO,"0.9666, 0.0334",True,,0.0,0.78141,320.17091,23.07698,0.97321,0.33716,0.44795,0.09375,8.80442,3.0
town7_007372.png,STOP,"0.96855, 0.03145",GO,"0.96855, 0.03145",True,,1.0,0.73241,415.84331,21.94151,0.9711,0.27027,0.50134,0.09375,11.10421,3.0
town7_007373.png,STOP,"0.97862, 0.02138",GO,"0.97862, 0.02138",True,,0.0,0.782,304.24823,23.29852,0.97457,0.33517,0.51,0.09375,8.61592,3.0
town7_007375.png,STOP,"0.96348, 0.03652",GO,"0.96348, 0.03652",True,,0.0,0.77802,317.39143,23.11485,0.97377,0.3293,0.47078,0.09375,8.35053,3.0
town7_007380.png,STOP,"0.97205, 0.02795",GO,"0.97205, 0.02795",True,,0.0,0.78315,308.75062,23.23473,0.97427,0.33807,0.45929,0.09375,8.41265,3.0
town7_007382.png,STOP,"0.96386, 0.03614",GO,"0.96386, 0.03614",True,,1.0,0.73265,414.92914,21.95106,0.97174,0.27966,0.49259,0.09375,11.61769,3.0
town7_007393.png,STOP,"0.9657, 0.0343",GO,"0.9657, 0.0343",True,,0.0,0.77907,317.78646,23.10945,0.9739,0.33352,0.48832,0.09375,8.86341,3.0
town7_007395.png,STOP,"0.96781, 0.03219",GO,"0.96781, 0.03219",True,,0.0,0.77822,326.88883,22.9868,0.97323,0.33372,0.47766,0.09375,8.47482,3.0
town7_007398.png,STOP,"0.95885, 0.04115",GO,"0.95885, 0.04115",True,,0.0,0.78145,318.04104,23.10597,0.97367,0.33484,0.47438,0.09375,8.45191,3.0
town7_007405.png,STOP,"0.97461, 0.02539",GO,"0.97461, 0.02539",True,,0.0,0.78403,321.50026,23.05899,0.97377,0.34209,0.4837,0.09375,8.52882,3.0
town7_007413.png,STOP,"0.96454, 0.03546",GO,"0.96454, 0.03546",True,,1.0,0.73626,403.64914,22.07076,0.97316,0.27999,0.48814,0.09375,11.2716,3.0
town7_007418.png,STOP,"0.96262, 0.03738",GO,"0.96262, 0.03738",True,,1.0,0.72423,442.62263,21.67047,0.97059,0.26851,0.4544,0.09375,11.91839,3.0
town7_007425.png,STOP,"0.96948, 0.03052",GO,"0.96948, 0.03052",True,,0.0,0.78437,328.45141,22.96609,0.9743,0.34254,0.45902,0.09375,9.09931,3.0
town7_007429.png,STOP,"0.96818, 0.03182",GO,"0.96818, 0.03182",True,,1.0,0.72422,446.28583,21.63467,0.97048,0.26877,0.44177,0.09375,11.54278,3.0
town7_007430.png,STOP,"0.97209, 0.02791",GO,"0.97209, 0.02791",True,,1.0,0.72856,450.26081,21.59616,0.96984,0.27441,0.47336,0.09375,11.8049,3.0
town7_007433.png,STOP,"0.9688, 0.0312",GO,"0.9688, 0.0312",True,,1.0,0.7315,423.01859,21.86721,0.97214,0.28193,0.51637,0.09375,11.00174,3.0
town7_007438.png,STOP,"0.97736, 0.02264",GO,"0.97736, 0.02264",True,,1.0,0.7255,446.07341,21.63674,0.97056,0.27244,0.52835,0.09375,11.80201,3.0
town7_007440.png,STOP,"0.96555, 0.03445",GO,"0.96555, 0.03445",True,,0.0,0.78139,334.58729,22.88571,0.97405,0.33969,0.46117,0.09375,8.93711,3.0
town7_007446.png,STOP,"0.97355, 0.02645",GO,"0.97355, 0.02645",True,,0.0,0.78217,348.36859,22.71041,0.97297,0.33956,0.45656,0.09375,9.64333,3.0
town7_007449.png,STOP,"0.93649, 0.06351",GO,"0.93649, 0.06351",True,,0.0,0.77256,376.09352,22.37785,0.97208,0.32014,0.4524,0.09375,9.40736,3.0
town7_007467.png,GO,"0.30275, 0.69725",STOP,"0.30275, 0.69725",True,,27.0,0.58987,612.0281,20.26309,0.96197,0.18144,0.53199,0.09375,10.97482,3.0
town7_007474.png,GO,"0.33486, 0.66514",STOP,"0.33486, 0.66514",True,,54.0,0.72055,209.85854,24.91154,0.97394,0.24831,0.27185,0.03125,6.15539,4.0
town7_007481.png,GO,"0.2829, 0.7171",GO,"0.2829, 0.7171",False,,,,,,,,0.47288,,,3.0
town7_007487.png,GO,"0.3174, 0.6826",STOP,"0.3174, 0.6826",True,,53.0,0.66017,283.33677,23.60777,0.96828,0.20469,0.24702,0.03906,6.13794,5.0
town7_007488.png,GO,"0.44098, 0.55902",STOP,"0.44098, 0.55902",True,,9.0,0.69105,227.49445,24.5611,0.97571,0.24522,0.1158,0.03906,3.44412,5.0
town7_007494.png,STOP,"0.79221, 0.20779",GO,"0.79221, 0.20779",True,,23.0,0.70074,262.29797,23.94285,0.97205,0.26602,0.18053,0.04688,3.97349,6.0
town7_007495.png,STOP,"0.84725, 0.15275",GO,"0.84725, 0.15275",True,,24.0,0.69111,278.3012,23.68565,0.97059,0.25337,0.14946,0.04688,4.07633,6.0
town7_007496.png,STOP,"0.75268, 0.24732",GO,"0.75268, 0.24732",True,,8.0,0.70279,275.54206,23.72892,0.97269,0.27419,0.12209,0.04688,3.25122,6.0
town7_007498.png,STOP,"0.78619, 0.21381",GO,"0.78619, 0.21381",True,,42.0,0.66022,374.64979,22.39455,0.96653,0.23085,0.235,0.04688,6.7578,6.0
town7_007500.png,STOP,"0.81526, 0.18474",GO,"0.81526, 0.18474",True,,41.0,0.66561,293.08398,23.46088,0.97074,0.22922,0.21729,0.04688,4.44196,6.0
town7_007504.png,STOP,"0.83464, 0.16536",GO,"0.83464, 0.16536",True,,12.0,0.71234,262.36982,23.94166,0.97265,0.29297,0.13335,0.04688,3.87614,6.0
town7_007505.png,STOP,"0.6708, 0.3292",GO,"0.6708, 0.3292",True,,8.0,0.66312,340.19203,22.81356,0.97087,0.2476,0.11813,0.03125,3.49001,4.0
town7_007506.png,GO,"0.41663, 0.58337",STOP,"0.41663, 0.58337",True,,27.0,0.63893,435.04021,21.74551,0.96166,0.23649,0.16168,0.02344,5.73932,3.0
town7_007507.png,GO,"0.3007, 0.6993",STOP,"0.3007, 0.6993",True,,22.0,0.64707,504.14221,21.10527,0.9467,0.22794,0.52016,0.09375,8.45798,3.0
town7_007508.png,GO,"0.26836, 0.73164",STOP,"0.26836, 0.73164",True,,44.0,0.7008,341.08031,22.80224,0.98206,0.26466,0.21268,0.02344,5.69487,3.0
town7_007516.png,GO,"0.31184, 0.68816",STOP,"0.31184, 0.68816",True,,11.0,0.57266,718.10539,19.56892,0.95932,0.12634,0.50361,0.09375,12.5307,3.0
town7_007520.png,GO,"0.31559, 0.68441",STOP,"0.31559, 0.68441",True,,10.0,0.64809,689.82859,19.74339,0.94978,0.21447,0.52064,0.09375,13.7673,3.0
town7_007521.png,GO,"0.31491, 0.68509",STOP,"0.31491, 0.68509",True,,10.0,0.66195,695.6869,19.70667,0.95019,0.21224,0.43674,0.09375,13.87497,3.0
town7_007526.png,GO,"0.31068, 0.68932",STOP,"0.31068, 0.68932",True,,11.0,0.617,677.43651,19.82212,0.95055,0.16059,0.48205,0.09375,13.31191,3.0
town7_007531.png,GO,"0.3703, 0.6297",STOP,"0.3703, 0.6297",True,,37.0,0.74839,148.86505,26.40288,0.98111,0.26548,0.20561,0.03906,4.04089,5.0
town7_007538.png,GO,"0.3175, 0.6825",STOP,"0.3175, 0.6825",True,,54.0,0.72019,235.43836,24.41203,0.97372,0.2529,0.27305,0.04688,5.42676,6.0
town7_007546.png,STOP,"0.91678, 0.08322",GO,"0.91678, 0.08322",True,,0.0,0.70212,538.44234,20.81941,0.93582,0.28934,0.47265,0.15625,9.75872,5.0
town7_007570.png,GO,"0.05788, 0.94212",GO,"0.05788, 0.94212",False,,,,,,,,0.51175,,,3.0
town7_007573.png,GO,"0.02337, 0.97663",GO,"0.02337, 0.97663",False,,,,,,,,0.45496,,,3.0
town7_007574.png,GO,"0.03032, 0.96968",GO,"0.03032, 0.96968",False,,,,,,,,0.50578,,,3.0
town7_007580.png,GO,"0.27795, 0.72205",STOP,"0.27795, 0.72205",True,,25.0,0.56753,393.32104,22.18333,0.94333,0.13731,0.51695,0.125,7.77807,4.0
town7_007586.png,GO,"0.31062, 0.68938",STOP,"0.31062, 0.68938",True,,26.0,0.59716,359.24396,22.57691,0.95524,0.15974,0.5611,0.09375,7.76281,3.0
town7_007590.png,GO,"0.26189, 0.73811",GO,"0.26189, 0.73811",False,,,,,,,,0.4458,,,3.0
town7_007593.png,GO,"0.29113, 0.70887",STOP,"0.29113, 0.70887",True,,26.0,0.61979,505.59841,21.09275,0.97011,0.19543,0.55252,0.09375,10.45177,3.0
town7_007596.png,GO,"0.3293, 0.6707",STOP,"0.3293, 0.6707",True,,27.0,0.67421,494.36133,21.19036,0.97415,0.21826,0.52531,0.09375,11.06431,3.0
town7_007597.png,GO,"0.31416, 0.68584",GO,"0.31416, 0.68584",False,,,,,,,,0.4537,,,3.0
town7_007599.png,GO,"0.23657, 0.76343",GO,"0.23657, 0.76343",False,,,,,,,,0.49929,,,3.0
town7_007600.png,GO,"0.17676, 0.82324",GO,"0.17676, 0.82324",False,,,,,,,,0.57653,,,3.0
town7_007608.png,GO,"0.29155, 0.70845",STOP,"0.29155, 0.70845",True,,27.0,0.54038,622.24237,20.19121,0.96338,0.14369,0.52415,0.09375,11.45228,3.0
town7_007610.png,GO,"0.33051, 0.66949",STOP,"0.33051, 0.66949",True,,27.0,0.58166,529.84878,20.88928,0.96678,0.17325,0.56231,0.09375,11.67509,3.0
town7_007612.png,GO,"0.26496, 0.73504",STOP,"0.26496, 0.73504",True,,27.0,0.5973,498.57005,21.15354,0.96328,0.20714,0.54998,0.09375,10.63102,3.0
town7_007625.png,GO,"0.25799, 0.74201",STOP,"0.25799, 0.74201",True,,27.0,0.64591,489.6275,21.23215,0.97543,0.23691,0.53822,0.09375,10.98732,3.0
town7_007626.png,GO,"0.29312, 0.70688",STOP,"0.29312, 0.70688",True,,27.0,0.63683,566.25911,20.60065,0.97336,0.22195,0.56665,0.09375,12.12347,3.0
town7_007631.png,GO,"0.29284, 0.70716",STOP,"0.29284, 0.70716",True,,27.0,0.63684,514.2569,21.019,0.97594,0.22998,0.60752,0.09375,11.58655,3.0
town7_007635.png,GO,"0.26503, 0.73497",STOP,"0.26503, 0.73497",True,,27.0,0.62759,521.36974,20.95935,0.97471,0.21034,0.5735,0.09375,11.04509,3.0
town7_007638.png,GO,"0.2929, 0.7071",STOP,"0.2929, 0.7071",True,,26.0,0.61626,533.72299,20.85764,0.97586,0.19807,0.58885,0.09375,10.72814,3.0
